shipment_id,customer_id,origin,destination,weight,volume,carrier,mode,status,arrival_date,departure_date,delivered_date
4040046,23097,DE,ANU,46363,1467969,FEDEX,air,received,2025-03-23,,
4040047,23797,MA,GRD,43580,243893,AMAZON,sea,received,2025-02-20,,
4040048,27693,NV,SXM,85306,1783021,USPS,sea,intransit,2025-03-30,,
4040049,16323,CA,SXM,44219,488286,DHL,sea,received,2025-03-02,,
4040050,17443,WY,BIM,29103,1805743,USPS,air,intransit,2025-01-16,2025-01-30,
4040051,13542,RI,ANU,21888,205691,DHL,air,received,2025-01-19,,
4040052,10609,CT,SLU,17504,1474342,DHL,air,delivered,2025-03-07,2025-03-18,2025-04-01
4040053,22219,WA,GRD,27595,826603,USPS,sea,received,2025-03-23,,
4040054,27988,IL,SKN,11296,1231901,FEDEX,sea,delivered,2025-01-14,2025-02-06,2025-02-09
4040055,34573,WI,GRD,13466,446680,DHL,air,received,2025-01-25,,
4040056,33209,WY,DOM,85458,251191,FEDEX,sea,received,2025-03-30,,
4040057,32509,HI,SXM,58714,403337,DHL,sea,delivered,2025-03-01,2025-03-05,2025-03-19
4040058,28578,AL,BIM,61543,420242,FEDEX,air,delivered,2025-01-22,2025-01-28,2025-02-18
4040059,17920,WV,SVG,52221,732910,DHL,sea,delivered,2025-03-08,2025-03-28,2025-04-03
4040060,18366,AL,SXM,56093,1095434,AMAZON,sea,intransit,2025-04-01,,
4040061,30057,PA,SLU,86133,1733439,AMAZON,sea,intransit,2025-01-28,2025-03-08,
4040062,19568,MO,SXM,21635,1191974,UPS,sea,delivered,2025-01-09,2025-03-13,2025-04-01
4040063,11849,NM,DOM,91923,1397153,FEDEX,sea,delivered,2025-01-09,2025-02-06,2025-03-03
4040064,25272,OH,SKN,28342,594842,DHL,sea,delivered,2025-03-11,2025-03-20,2025-03-22
4040065,30981,IL,DOM,73540,127122,USPS,sea,intransit,2025-03-08,2025-03-14,
4040066,29004,TX,FSXM,72002,301905,AMAZON,sea,received,2025-04-01,,
4040067,12968,RI,ANU,99638,87215,UPS,sea,intransit,2025-03-08,2025-03-21,
4040068,17729,OK,FSXM,34985,1642441,DHL,sea,delivered,2025-03-24,2025-03-28,2025-04-03
4040069,25264,WV,SVG,18781,472630,USPS,air,received,2025-01-24,,
4040070,17159,AL,GUY,49475,760311,FEDEX,sea,received,2025-01-25,,
4040071,14976,CA,GUY,59023,446230,USPS,air,delivered,2025-03-16,2025-03-23,2025-03-30
4040072,17240,NC,SVG,8213,1098808,FEDEX,air,received,2025-03-30,,
4040073,25190,SC,GRD,86021,1355539,FEDEX,air,intransit,2025-01-04,2025-03-07,
4040074,24275,KS,FSXM,57668,1981262,UPS,sea,received,2025-03-27,,
4040075,15092,WV,GRD,72517,1089373,DHL,sea,received,2025-03-13,,
4040076,24378,WV,ANU,92587,364357,USPS,sea,received,2025-01-20,,
4040077,23271,MA,DOM,26907,1768362,UPS,sea,intransit,2025-01-23,2025-03-12,
4040078,14475,AL,GUY,70816,239211,DHL,sea,received,2025-02-15,,
4040079,18934,WI,SLU,84114,1520023,FEDEX,sea,delivered,2025-01-12,2025-03-21,2025-03-22
4040080,32902,ND,ANU,26544,719697,DHL,air,received,2025-01-28,,
4040081,16698,IL,BIM,57170,12099,USPS,air,delivered,2025-01-16,2025-02-17,2025-03-19
4040082,14549,WA,SKN,77071,1696854,FEDEX,sea,received,2025-04-01,,
4040083,12510,VA,SKN,13355,1296001,DHL,air,delivered,2025-01-11,2025-03-26,2025-04-04
4040084,30255,AL,GUY,37484,174243,UPS,air,delivered,2025-02-11,2025-02-20,2025-03-27
4040085,16480,OH,DOM,68021,927000,USPS,air,intransit,2025-03-06,2025-03-23,
4040086,22517,GA,DOM,99800,568611,UPS,air,delivered,2025-03-21,2025-03-28,2025-03-31
4040087,13251,MD,GUY,99296,1159186,FEDEX,air,delivered,2025-02-25,2025-02-28,2025-03-01
4040088,10482,WI,SKN,30139,150843,FEDEX,sea,received,2025-01-20,,
4040089,13414,NY,ANU,93371,1801424,DHL,air,received,2025-01-14,,
4040090,20482,SD,BIM,54547,1112146,FEDEX,sea,intransit,2025-01-18,2025-02-22,
4040091,32998,CT,GRD,30562,89037,AMAZON,sea,received,2025-02-06,,
4040092,13774,NY,GUY,39774,1685162,DHL,sea,received,2025-01-09,,
4040093,32271,RI,SKN,8277,1924949,AMAZON,air,intransit,2025-01-14,2025-01-27,
4040094,22811,HI,SKN,31861,743616,DHL,air,delivered,2025-01-16,2025-03-27,2025-04-01
4040095,30136,KY,SVG,32024,805381,DHL,sea,received,2025-02-12,,
4040096,34215,MN,ANU,11894,182532,USPS,air,received,2025-01-24,,
4040097,22168,MT,SVG,50046,1358103,AMAZON,air,delivered,2025-01-21,2025-02-18,2025-03-09
4040098,22827,TN,DOM,79398,134771,FEDEX,sea,intransit,2025-02-24,2025-03-05,
4040099,11191,LA,ANU,37594,1068949,DHL,air,delivered,2025-03-08,2025-03-17,2025-03-21
4040100,12127,IN,GUY,45100,10089,USPS,air,delivered,2025-02-24,2025-03-22,2025-04-03
4040101,15198,SC,ANU,8910,507607,UPS,sea,intransit,2025-02-07,2025-03-09,
4040102,32737,RI,SXM,35439,1600036,USPS,air,intransit,2025-01-09,2025-01-25,
4040103,30253,TN,GRD,35114,43696,DHL,sea,received,2025-03-02,,
4040104,27199,AR,FSXM,69321,173418,AMAZON,sea,intransit,2025-01-22,2025-03-22,
4040105,25116,MI,ANU,51006,1203122,FEDEX,air,delivered,2025-03-05,2025-03-12,2025-03-16
4040106,19150,LA,GRD,73235,597665,AMAZON,sea,delivered,2025-03-19,2025-03-21,2025-03-23
4040107,12393,VA,SLU,43514,914329,AMAZON,sea,delivered,2025-02-07,2025-03-10,2025-03-16
4040108,32182,VA,SLU,12762,1652600,DHL,air,delivered,2025-01-22,2025-02-24,2025-03-15
4040109,21559,ID,DOM,40355,1474282,USPS,air,delivered,2025-01-29,2025-03-07,2025-04-03
4040110,20958,WI,DOM,93590,1140380,AMAZON,air,received,2025-03-27,,
4040111,21271,ND,BIM,63335,1221999,USPS,air,delivered,2025-03-04,2025-03-15,2025-03-17
4040112,31072,OK,SXM,75402,123141,AMAZON,air,received,2025-02-13,,
4040113,30651,IA,BIM,81122,1466247,USPS,air,delivered,2025-03-26,2025-03-27,2025-03-28
4040114,33518,OK,SXM,44928,217074,FEDEX,air,intransit,2025-03-22,2025-03-23,
4040115,23221,MO,GRD,68256,543946,AMAZON,air,received,2025-01-26,,
4040116,27483,AL,SXM,36392,194676,UPS,air,intransit,2025-01-29,2025-02-16,
4040117,24081,WV,DOM,59854,91677,FEDEX,sea,intransit,2025-01-22,2025-02-09,
4040118,22770,KS,ANU,29805,1017124,UPS,sea,intransit,2025-02-01,2025-02-23,
4040119,14063,NV,SLU,73777,982664,DHL,air,received,2025-03-10,,
4040120,14571,PA,BIM,41598,1689940,UPS,sea,intransit,2025-03-05,2025-03-26,
4040121,17329,MD,GUY,49958,212764,DHL,air,delivered,2025-01-13,2025-03-22,2025-03-31
4040122,22798,WV,SVG,50616,592483,DHL,air,intransit,2025-01-18,2025-01-20,
4040123,22813,OR,GRD,29127,1795784,AMAZON,air,intransit,2025-02-21,2025-02-28,
4040124,12536,KS,SVG,17760,1609172,UPS,air,received,2025-01-05,,
4040125,32269,UT,SKN,30245,987550,FEDEX,sea,intransit,2025-01-20,2025-01-29,
4040126,26323,NH,SVG,90509,482627,DHL,air,delivered,2025-01-14,2025-03-28,2025-04-04
4040127,24117,WI,SKN,69885,1661339,FEDEX,air,delivered,2025-02-23,2025-03-16,2025-04-04
4040128,34550,WV,ANU,42325,1186502,AMAZON,air,intransit,2025-03-26,2025-03-27,
4040129,15714,KY,SXM,88914,44226,AMAZON,sea,intransit,2025-01-10,2025-03-23,
4040130,34760,HI,SKN,98567,1676861,FEDEX,air,delivered,2025-01-04,2025-03-09,2025-03-13
4040131,29438,AL,ANU,17905,1480974,FEDEX,air,received,2025-02-19,,
4040132,27336,NJ,GUY,87250,991026,AMAZON,sea,delivered,2025-02-27,2025-03-19,2025-04-04
4040133,14630,IL,FSXM,17402,259198,UPS,air,delivered,2025-02-12,2025-03-12,2025-03-26
4040134,26873,IA,GRD,20961,1161756,USPS,air,delivered,2025-02-23,2025-03-07,2025-03-28
4040135,16131,GA,SXM,23834,1933582,DHL,air,delivered,2025-04-01,,
4040136,27121,MT,SLU,67006,1555485,DHL,air,intransit,2025-01-22,2025-03-10,
4040137,34005,WI,ANU,6741,1224332,USPS,sea,delivered,2025-01-04,2025-03-28,2025-03-31
4040138,30647,AK,SLU,5277,651053,AMAZON,air,intransit,2025-01-13,2025-03-11,
4040139,14218,AR,BIM,42484,40483,USPS,air,intransit,2025-02-21,2025-02-23,
4040140,30756,AL,SKN,76485,944207,AMAZON,air,intransit,2025-03-29,,
4040141,20021,VT,ANU,98751,1087267,UPS,air,delivered,2025-01-22,2025-03-17,2025-04-02
4040142,14148,KS,FSXM,78767,810871,DHL,sea,delivered,2025-01-01,2025-02-03,2025-02-21
4040143,29106,MN,SLU,88373,1236923,FEDEX,air,intransit,2025-01-12,2025-02-21,
4040144,13076,TX,SKN,74533,629927,AMAZON,air,intransit,2025-03-02,2025-03-16,
4040145,29680,IL,SVG,51838,235179,DHL,sea,delivered,2025-03-26,2025-03-27,2025-04-01
4040146,23066,OK,DOM,10754,1566798,AMAZON,air,delivered,2025-02-22,2025-03-01,2025-04-01
4040147,16694,GA,SVG,34200,1799304,AMAZON,sea,delivered,2025-03-02,2025-03-03,2025-03-15
4040148,18178,AK,GRD,40691,817378,DHL,air,intransit,2025-01-27,2025-03-01,
4040149,23725,VT,FSXM,42169,978748,USPS,air,delivered,2025-01-02,2025-03-10,2025-04-03
4040150,15794,KY,DOM,99159,1325418,FEDEX,sea,intransit,2025-03-31,,
4040151,21699,NC,FSXM,99020,806318,USPS,air,intransit,2025-01-14,2025-03-18,
4040152,34506,ID,GUY,23270,1120818,FEDEX,air,received,2025-02-08,,
4040153,21273,IL,GUY,70753,1465597,USPS,air,intransit,2025-03-13,2025-03-24,
4040154,32280,RI,BIM,25273,906400,UPS,sea,received,2025-03-14,,
4040155,14086,CA,ANU,61200,77837,AMAZON,air,intransit,2025-02-23,2025-03-27,
4040156,32145,ME,SXM,60343,1043034,DHL,sea,intransit,2025-02-01,2025-03-16,
4040157,17123,LA,SLU,19816,1028375,AMAZON,sea,delivered,2025-02-21,2025-03-09,2025-04-02
4040158,31805,KS,BIM,54725,229930,FEDEX,air,delivered,2025-03-28,,
4040159,32737,WV,GRD,90890,648943,FEDEX,air,delivered,2025-01-16,2025-02-06,2025-03-05
4040160,10174,LA,BIM,11884,1261056,UPS,sea,intransit,2025-03-26,2025-03-28,
4040161,11282,FL,GRD,81656,1665064,DHL,air,intransit,2025-01-08,2025-01-15,
4040162,29408,HI,SVG,45208,287657,UPS,air,received,2025-03-27,,
4040163,33280,NV,BIM,86227,1595146,USPS,sea,received,2025-02-14,,
4040164,31488,MN,GUY,61404,866250,AMAZON,sea,received,2025-02-15,,
4040165,28575,MT,ANU,76352,1330323,UPS,sea,delivered,2025-02-19,2025-03-26,2025-03-27
4040166,27137,WY,GUY,61788,304434,DHL,sea,delivered,2025-01-11,2025-02-17,2025-03-04
4040167,30899,NY,FSXM,90629,1567914,AMAZON,sea,received,2025-01-09,,
4040168,23923,OK,SXM,56846,1515742,AMAZON,air,delivered,2025-03-11,2025-03-17,2025-03-25
4040169,29650,NV,FSXM,93394,446684,DHL,sea,intransit,2025-02-04,2025-02-25,
4040170,25738,UT,SVG,22718,916661,UPS,air,delivered,2025-01-30,2025-02-22,2025-03-27
4040171,34048,MA,SLU,56526,1504893,FEDEX,air,intransit,2025-02-07,2025-03-09,
4040172,16044,OH,SVG,8919,89454,UPS,air,delivered,2025-02-15,2025-03-04,2025-04-01
4040173,29655,NY,SLU,60281,257272,DHL,sea,intransit,2025-02-22,2025-02-23,
4040174,20257,MT,ANU,6809,1725807,AMAZON,air,delivered,2025-01-02,2025-03-11,2025-03-14
4040175,11423,TN,BIM,83647,1551780,FEDEX,air,delivered,2025-03-19,2025-03-20,2025-03-23
4040176,14330,AR,SVG,51482,1381695,DHL,sea,delivered,2025-03-31,,
4040177,34949,MI,GRD,74746,1870551,DHL,air,intransit,2025-01-12,2025-01-23,
4040178,24762,IL,GRD,33755,1743191,UPS,air,intransit,2025-02-17,2025-03-10,
4040179,11363,DE,SKN,18290,880481,AMAZON,air,received,2025-03-18,,
4040180,17959,GA,SLU,93778,709457,UPS,air,delivered,2025-04-01,,
4040181,12848,KY,SLU,63154,531025,UPS,sea,delivered,2025-03-16,2025-03-24,2025-03-30
4040182,14739,LA,FSXM,69123,46389,AMAZON,air,received,2025-03-14,,
4040183,29071,MI,GRD,89915,416960,FEDEX,air,intransit,2025-01-24,2025-03-01,
4040184,30668,MS,BIM,90354,578522,DHL,sea,received,2025-01-19,,
4040185,32397,WI,SXM,68005,1323025,AMAZON,sea,intransit,2025-02-22,2025-03-20,
4040186,29778,SD,BIM,11527,1252765,DHL,sea,delivered,2025-01-20,2025-03-22,2025-04-04
4040187,10066,LA,DOM,93631,1679088,UPS,sea,delivered,2025-03-15,2025-03-19,2025-03-25
4040188,11065,RI,FSXM,47129,247153,USPS,air,delivered,2025-03-24,2025-03-28,2025-04-01
4040189,19932,AZ,FSXM,20202,755112,UPS,sea,delivered,2025-01-06,2025-01-12,2025-03-15
4040190,19812,VA,DOM,76816,1977248,DHL,sea,delivered,2025-02-20,2025-03-25,2025-03-30
4040191,30940,ID,SLU,17622,1064638,UPS,sea,received,2025-01-08,,
4040192,19851,RI,FSXM,79403,270904,AMAZON,air,intransit,2025-01-03,2025-01-25,
4040193,19919,NM,FSXM,60652,276176,USPS,air,received,2025-03-21,,
4040194,32882,MA,FSXM,67620,667193,FEDEX,sea,intransit,2025-02-01,2025-02-08,
4040195,30041,MA,BIM,35728,1122932,FEDEX,air,intransit,2025-03-04,2025-03-27,
4040196,18107,AR,ANU,26426,1186617,AMAZON,air,delivered,2025-01-25,2025-03-13,2025-03-31
4040197,33072,NJ,FSXM,18696,1543558,AMAZON,air,intransit,2025-02-16,2025-02-20,
4040198,25548,ME,SVG,17581,1806796,FEDEX,sea,received,2025-03-17,,
4040199,25642,RI,GUY,42263,1870124,DHL,air,delivered,2025-02-20,2025-02-21,2025-03-29
4040200,32933,KS,GRD,87195,1416249,AMAZON,sea,delivered,2025-03-23,2025-03-24,2025-04-03
4040201,14278,ME,SXM,69093,40052,AMAZON,sea,intransit,2025-02-14,2025-03-25,
4040202,22565,WV,ANU,13386,683250,AMAZON,sea,intransit,2025-03-02,2025-03-14,
4040203,31366,OR,GRD,33534,501765,FEDEX,air,received,2025-03-03,,
4040204,11620,RI,FSXM,10029,794354,USPS,sea,intransit,2025-03-16,2025-03-17,
4040205,12349,WV,DOM,76074,182546,AMAZON,sea,delivered,2025-03-16,2025-03-25,2025-03-31
4040206,26473,KS,FSXM,61732,1420004,DHL,air,delivered,2025-02-22,2025-03-25,2025-04-01
4040207,22609,MN,BIM,5709,792567,AMAZON,sea,received,2025-01-13,,
4040208,15192,IN,SKN,59068,1760229,DHL,air,intransit,2025-01-15,2025-02-19,
4040209,25420,AL,SLU,23313,598770,DHL,air,received,2025-01-07,,
4040210,14912,OR,FSXM,73603,1171710,AMAZON,sea,intransit,2025-01-03,2025-02-02,
4040211,31680,NM,BIM,41418,241143,USPS,sea,intransit,2025-02-25,2025-03-12,
4040212,33541,WY,SKN,32848,831725,UPS,air,received,2025-01-30,,
4040213,29538,OR,GUY,88218,1494594,FEDEX,sea,received,2025-01-16,,
4040214,34501,WI,GUY,84835,264494,UPS,sea,received,2025-01-03,,
4040215,33859,KS,ANU,16585,826854,FEDEX,sea,delivered,2025-03-01,2025-03-09,2025-03-19
4040216,33750,AL,BIM,73690,1450877,FEDEX,air,delivered,2025-03-08,2025-03-10,2025-03-25
4040217,15737,VA,SLU,61995,882216,AMAZON,sea,delivered,2025-02-02,2025-02-05,2025-02-12
4040218,16725,RI,SKN,76239,980317,AMAZON,air,delivered,2025-01-18,2025-03-03,2025-03-08
4040219,22580,ND,SXM,46519,669661,FEDEX,sea,delivered,2025-01-21,2025-01-24,2025-01-25
4040220,16267,ID,DOM,92879,95482,AMAZON,air,received,2025-03-02,,
4040221,12052,CA,SKN,64321,723425,AMAZON,air,received,2025-03-14,,
4040222,18673,MS,GUY,50942,1158614,USPS,sea,delivered,2025-01-08,2025-02-10,2025-02-21
4040223,10537,VA,GUY,5124,1156375,DHL,sea,received,2025-03-06,,
4040224,20335,TX,GUY,81477,89019,UPS,sea,delivered,2025-01-31,2025-02-16,2025-02-25
4040225,31778,IN,FSXM,64368,921482,UPS,air,received,2025-03-26,,
4040226,30042,MS,GRD,19882,963242,AMAZON,air,delivered,2025-04-03,,
4040227,19264,OR,GUY,42726,1080579,DHL,sea,delivered,2025-03-07,2025-03-17,2025-03-23
4040228,10015,CO,GRD,35167,1892464,DHL,sea,intransit,2025-03-30,,
4040229,15460,IL,ANU,37908,847546,AMAZON,air,delivered,2025-03-20,2025-03-24,2025-03-29
4040230,26196,OH,SVG,31255,1709190,AMAZON,sea,intransit,2025-03-08,2025-03-20,
4040231,14429,AZ,DOM,15151,1722593,UPS,sea,delivered,2025-03-21,2025-03-24,2025-04-03
4040232,26496,UT,SLU,40716,1215065,FEDEX,sea,received,2025-03-10,,
4040233,12081,OK,SXM,26109,450647,UPS,air,received,2025-01-05,,
4040234,18015,OH,GUY,46961,181387,AMAZON,air,delivered,2025-03-24,2025-03-28,2025-04-03
4040235,13625,CO,GUY,12536,775356,USPS,sea,intransit,2025-03-20,2025-03-25,
4040236,28328,OK,GUY,21675,219006,USPS,air,intransit,2025-03-09,2025-03-14,
4040237,17292,CT,SKN,12436,1310401,FEDEX,air,intransit,2025-01-19,2025-01-20,
4040238,27170,CA,DOM,64466,30738,FEDEX,air,delivered,2025-02-20,2025-03-23,2025-03-28
4040239,30676,NY,FSXM,99686,1034312,FEDEX,sea,intransit,2025-01-11,2025-02-18,
4040240,27148,WA,GUY,23504,968931,AMAZON,sea,intransit,2025-01-13,2025-03-02,
4040241,29216,WI,DOM,48639,1203355,DHL,air,intransit,2025-03-03,2025-03-18,
4040242,28693,FL,SKN,50612,1914339,FEDEX,air,received,2025-03-18,,
4040243,24453,SC,BIM,94181,1561088,FEDEX,sea,delivered,2025-03-13,2025-03-19,2025-04-02
4040244,22948,AL,GRD,11777,569311,UPS,air,intransit,2025-03-19,2025-03-25,
4040245,30754,CA,ANU,72800,866951,AMAZON,sea,received,2025-04-03,,
4040246,30786,SC,SLU,60395,1808636,FEDEX,sea,intransit,2025-03-07,2025-03-13,
4040247,22112,MO,DOM,6274,1034638,FEDEX,sea,received,2025-02-14,,
4040248,17910,ID,DOM,74216,1699852,AMAZON,sea,received,2025-03-01,,
4040249,17164,AL,GUY,27808,1387414,UPS,sea,received,2025-02-26,,
4040250,31639,NM,ANU,26963,1830048,USPS,air,intransit,2025-02-28,2025-03-04,
4040251,12955,SC,FSXM,73560,1415471,AMAZON,air,delivered,2025-03-28,,
4040252,28946,AZ,SVG,23087,107887,DHL,sea,delivered,2025-01-23,2025-02-27,2025-03-14
4040253,18319,TN,SLU,35556,1258322,DHL,air,intransit,2025-01-23,2025-03-12,
4040254,25283,TN,SXM,5479,1761785,AMAZON,sea,intransit,2025-04-04,,
4040255,16308,AZ,ANU,44878,1924990,USPS,sea,intransit,2025-01-27,2025-03-24,
4040256,34632,CO,SLU,78851,1737746,DHL,air,intransit,2025-03-18,2025-03-22,
4040257,21820,CA,DOM,83356,498006,USPS,sea,intransit,2025-04-02,,
4040258,33047,OK,SLU,80370,831907,UPS,sea,delivered,2025-03-01,2025-03-16,2025-03-25
4040259,18481,MS,ANU,22580,1416923,USPS,air,delivered,2025-02-04,2025-03-06,2025-03-11
4040260,23820,MS,DOM,16819,43964,DHL,sea,received,2025-03-28,,
4040261,27442,NH,GUY,37027,1917874,DHL,sea,intransit,2025-01-26,2025-03-21,
4040262,10619,CA,FSXM,32601,173759,AMAZON,air,intransit,2025-01-24,2025-03-20,
4040263,34048,NE,SKN,20589,1634031,UPS,air,received,2025-01-16,,
4040264,26246,MT,BIM,44823,285818,AMAZON,air,delivered,2025-01-27,2025-01-31,2025-02-18
4040265,24197,NH,DOM,87816,388069,USPS,sea,intransit,2025-01-01,2025-03-01,
4040266,18273,WY,SLU,99102,1657724,UPS,air,delivered,2025-01-31,2025-03-24,2025-03-28
4040267,31874,RI,GUY,44847,1300880,USPS,air,delivered,2025-01-07,2025-01-23,2025-03-01
4040268,21138,NE,SVG,37422,598211,AMAZON,air,received,2025-01-10,,
4040269,27476,NH,SLU,98988,1578344,DHL,sea,received,2025-01-19,,
4040270,34094,OR,FSXM,50304,1557511,USPS,sea,received,2025-04-01,,
4040271,12076,AR,SLU,34584,469269,USPS,sea,intransit,2025-02-02,2025-03-28,
4040272,31584,DE,GUY,57972,1162946,USPS,air,intransit,2025-04-04,,
4040273,24900,MI,SVG,6631,1784416,UPS,air,delivered,2025-02-07,2025-02-19,2025-02-20
4040274,23118,NH,DOM,91524,850001,AMAZON,air,received,2025-02-28,,
4040275,11206,MD,DOM,94851,1272424,FEDEX,air,received,2025-01-04,,
4040276,25699,ND,SXM,84780,1760958,USPS,sea,delivered,2025-01-19,2025-02-15,2025-02-20
4040277,18616,MN,GUY,70437,394760,AMAZON,sea,intransit,2025-03-31,,
4040278,11453,AL,SLU,73678,872071,FEDEX,air,received,2025-04-04,,
4040279,23550,OK,FSXM,95201,1964941,DHL,sea,delivered,2025-01-09,2025-03-04,2025-03-12
4040280,25987,AZ,BIM,30328,1186640,FEDEX,air,delivered,2025-03-03,2025-03-27,2025-03-30
4040281,32488,VA,ANU,66144,112845,UPS,sea,delivered,2025-04-03,,
4040282,23333,HI,DOM,26496,1854837,UPS,air,delivered,2025-01-24,2025-03-26,2025-04-02
4040283,11757,OR,ANU,72819,70797,FEDEX,sea,received,2025-02-02,,
4040284,28120,NM,GRD,78366,441245,USPS,air,intransit,2025-01-11,2025-02-09,
4040285,26039,OH,SVG,22800,703127,DHL,sea,received,2025-03-11,,
4040286,14969,AL,SKN,25472,682759,FEDEX,air,intransit,2025-04-01,,
4040287,10462,LA,GUY,91397,1570333,USPS,sea,delivered,2025-02-27,2025-03-26,2025-04-02
4040288,32167,CT,ANU,79437,506730,UPS,sea,received,2025-02-24,,
4040289,18809,NY,SLU,65448,505495,DHL,sea,received,2025-01-19,,
4040290,17939,FL,SXM,55367,265806,UPS,air,received,2025-01-06,,
4040291,20980,MN,SXM,65226,855191,DHL,air,received,2025-01-22,,
4040292,18432,VT,BIM,72598,1893318,USPS,sea,intransit,2025-02-02,2025-03-07,
4040293,11383,WA,SVG,66823,1715228,UPS,sea,received,2025-04-02,,
4040294,22678,WA,GRD,62373,1352894,USPS,sea,intransit,2025-02-14,2025-03-27,
4040295,10775,NV,DOM,90737,890615,AMAZON,air,intransit,2025-02-09,2025-02-27,
4040296,20582,MO,FSXM,20720,44238,AMAZON,sea,delivered,2025-03-17,2025-03-20,2025-03-24
4040297,17227,NV,DOM,15638,692993,USPS,air,received,2025-01-23,,
4040298,17462,PA,FSXM,40759,1054779,FEDEX,sea,received,2025-02-05,,
4040299,15720,WA,BIM,57982,1734683,DHL,sea,intransit,2025-03-26,2025-03-28,
4040300,31709,AZ,GUY,97736,1574261,AMAZON,air,received,2025-03-27,,
4040301,12739,UT,SLU,73226,519961,AMAZON,air,delivered,2025-03-08,2025-03-12,2025-03-20
4040302,12653,CO,ANU,13317,1682476,USPS,air,received,2025-02-22,,
4040303,34354,IA,GUY,36631,1343473,UPS,sea,intransit,2025-03-17,2025-03-24,
4040304,18438,DE,GRD,38516,1688164,DHL,air,intransit,2025-02-02,2025-02-14,
4040305,12282,OH,ANU,75426,490178,DHL,air,intransit,2025-02-19,2025-02-27,
4040306,18401,PA,GRD,94658,723177,USPS,sea,delivered,2025-01-17,2025-01-23,2025-03-06
4040307,21335,MN,BIM,90947,1643930,USPS,air,intransit,2025-01-12,2025-02-09,
4040308,29900,AR,DOM,62519,1389270,AMAZON,air,received,2025-03-23,,
4040309,13807,KY,DOM,26074,570750,USPS,air,delivered,2025-03-07,2025-03-28,2025-04-01
4040310,27086,IL,SVG,34872,837898,UPS,air,received,2025-03-11,,
4040311,16028,AR,SKN,64134,1066613,AMAZON,sea,received,2025-01-10,,
4040312,20574,AR,BIM,37121,798987,USPS,air,received,2025-02-12,,
4040313,17562,CO,SLU,95086,1167284,UPS,air,delivered,2025-04-01,,
4040314,17855,OK,BIM,5123,1509789,AMAZON,sea,delivered,2025-03-10,2025-03-21,2025-03-31
4040315,25969,ID,BIM,78755,624302,FEDEX,sea,received,2025-03-22,,
4040316,15419,IN,GUY,75394,867932,UPS,air,delivered,2025-03-05,2025-03-09,2025-03-30
4040317,29773,NV,FSXM,53726,1938449,DHL,air,intransit,2025-03-31,,
4040318,19359,GA,DOM,10535,145866,AMAZON,air,delivered,2025-02-11,2025-02-25,2025-03-17
4040319,18666,CA,SVG,27283,787731,UPS,sea,delivered,2025-01-26,2025-03-13,2025-03-27
4040320,15995,MS,FSXM,41023,563997,USPS,air,received,2025-01-24,,
4040321,29397,CT,FSXM,35383,127085,FEDEX,sea,received,2025-03-25,,
4040322,26657,SC,DOM,83865,1271827,AMAZON,air,received,2025-03-01,,
4040323,27741,OH,SVG,88881,1081811,UPS,air,delivered,2025-03-19,2025-03-25,2025-03-29
4040324,33086,WY,FSXM,48173,611057,FEDEX,sea,delivered,2025-04-02,,
4040325,16964,MN,SKN,68698,1526767,DHL,sea,intransit,2025-03-31,,
4040326,26004,AL,DOM,65347,1854217,AMAZON,sea,delivered,2025-03-22,2025-03-25,2025-04-04
4040327,16056,IA,DOM,98403,1596931,UPS,air,intransit,2025-01-07,2025-01-17,
4040328,31654,CA,SXM,96065,1715412,DHL,sea,delivered,2025-03-05,2025-03-15,2025-03-26
4040329,17888,IA,ANU,61766,1549588,USPS,sea,delivered,2025-03-20,2025-03-26,2025-03-29
4040330,24843,NE,SKN,21105,1605920,UPS,air,intransit,2025-02-02,2025-02-24,
4040331,25448,MN,BIM,92651,275334,UPS,air,received,2025-03-01,,
4040332,31775,MD,GUY,98926,1246574,DHL,air,received,2025-02-25,,
4040333,10508,TN,SKN,43761,953511,AMAZON,air,received,2025-01-31,,
4040334,20032,OK,SLU,88711,294928,UPS,sea,delivered,2025-02-15,2025-02-26,2025-03-04
4040335,15873,ND,DOM,78093,504408,DHL,air,delivered,2025-03-29,,
4040336,33692,WV,SVG,86978,1724436,FEDEX,sea,intransit,2025-01-11,2025-02-16,
4040337,25415,OR,GUY,19051,1104260,DHL,sea,delivered,2025-03-20,2025-03-26,2025-04-02
4040338,15170,AR,DOM,89821,1024792,AMAZON,air,delivered,2025-03-25,2025-03-27,2025-03-29
4040339,33446,WY,SXM,92696,378543,AMAZON,air,intransit,2025-02-17,2025-02-28,
4040340,33654,AK,BIM,47518,651372,USPS,air,received,2025-02-16,,
4040341,28706,MD,SLU,25493,1920311,AMAZON,sea,received,2025-01-04,,
4040342,10032,NC,SVG,60738,125375,USPS,sea,delivered,2025-03-05,2025-03-15,2025-03-26
4040343,28680,AK,GRD,34905,1017538,DHL,sea,delivered,2025-02-13,2025-03-25,2025-03-30
4040344,33060,MN,ANU,30146,1626877,FEDEX,air,delivered,2025-01-10,2025-03-04,2025-04-01
4040345,14679,CO,SVG,52359,1621914,FEDEX,sea,delivered,2025-02-12,2025-03-02,2025-03-22
4040346,21525,IA,SVG,26392,1056113,USPS,air,received,2025-01-24,,
